name,format,success
2614006 PROC_CPU_SYS_MODE_TIME_CUM,mmss.SS,TRUE
2614006 PROC_CPU_TOTAL_TIME,ss.SS,TRUE
2614006 PROC_CPU_TOTAL_TIME_CUM,mmss.SS,TRUE
2614006 PROC_IPC_WAIT_TIME_CUM,mmss.SS,TRUE
2614006 PROC_JOBCTL_WAIT_TIME_CUM,HHmmss.SS,TRUE
2614006 PROC_MEM_WAIT_TIME,ss.SS,TRUE
2614006 PROC_MEM_WAIT_TIME_CUM,mmss.SS,TRUE
2614006 PROC_OTHER_IO_WAIT_TIME_CUM,mmss.SS,TRUE
2614006 PROC_OTHER_WAIT_TIME_CUM,mm.ss,TRUE
2614006 PROC_PIPE_WAIT_TIME,mmss.SS,TRUE
2614006 PROC_PIPE_WAIT_TIME_CUM,mmss.SS,TRUE
2614006 PROC_SLEEP_WAIT_TIME_CUM,mmss.SS,TRUE
2614006 PROC_SOCKET_WAIT_TIME,ss.SS,TRUE
2614006 PROC_SOCKET_WAIT_TIME_CUM,mmss.SS,TRUE
2614006 PROC_STARTTIME,EEE MMM dd HH:mm:ss yyyy,TRUE
2614006 PROC_STREAM_WAIT_TIME_CUM,mmss.SS,TRUE
2614006 PROC_SYS_WAIT_TIME,mmss.SS,TRUE
2614050 Data_Avail,ss.SS,TRUE
2614066 http   data.euro.who.int ,MMyy,TRUE
2614086 Birthdate,"MMM. dd, yyyy",TRUE
2614096 Overtime,mmss.SS,TRUE
2614097 time,hh:mma,TRUE
2614099 Created By,,FALSE
2614169 Time,dd,TRUE
2614176 AvgMessageSize_Bytes,yyMM,TRUE
2614176 messagesDelivered_total,MMddyyyy,TRUE
2614176 messagesRecevied_total,HHmmss,TRUE
2614183 Sentiment_Division,ss.SS,TRUE
2614183 Sentiment_Subtraction,yy,TRUE
2614235 Time,hh:mma,TRUE
"2614251 Light, Time off (sec) (LGR S N  10105646)",mm,TRUE
"2614251 Light, Time on (sec) (LGR S N  10105646)",mm,TRUE
"2614251 Occupancy, Time occupied (sec) (LGR S N  10105646)",mm,TRUE
2614302 ActualOffBlockTime,HH mm:ss:SS,TRUE
2614302 ArrivalTime,MM dd:yy:HH,TRUE
2614302 ArriveTime,HH mm:ss:SS,TRUE
2614302 Time,HH mm:ss:SS,TRUE
2614329 Construction   Acquisition Date,mmss.SS,TRUE
2614338 Last 2 Games Minutes,ss.SS,TRUE
2614338 Last 5 Games Minutes,ss.SS,TRUE
2614338 PlayerDate,James JonesMMyyyy,TRUE
2614338 Total Games,mm,TRUE
2614368 Data Usage Incoming,MMyy,TRUE
2614368 Data Usage Outcoming,MMyy,TRUE
2614384 DATA_VOLUME,mmss.SS,TRUE
2614388 cdate,yyyy-MM-dd Ã_Â‰ÂŒÃ±Ã_Â€ÂŒÂ‡_Ã_Â‰ÂŒÃ±Ã_Â€ÂŒ_Ã_Â€ÂŒÂ£ HH:mm:ss,TRUE
2614402 Dnl.Date,,FALSE
2614402 Flt.Date,,FALSE
2614402 Month-Year,MMM-yyyy,TRUE
2614416 Brand_database,,FALSE
2614416 Date Time Sent,MM/dd/yyyy hh:mm:ss a,TRUE
2614416 Month,MMM,TRUE
2614452 last-updated-datetime,yyyy-MM-ddTHH:mm:ssZZZZZ,TRUE
2614479 Violent crimes,yy,TRUE
2614486 time_stamp,yyyy-MM-dd HH:mm:ss.SSSZZZZZ,TRUE
2614490 Date,yyyy,TRUE
2614543 time_stamp,yyyy-MM-dd HH:mm:ss.SSSZZZZZ,TRUE
2614548 variacao acumulada em 12 meses,MM.yy,TRUE
2614600 Domestic,HHmmss.SS,TRUE
2614601 Fecha Vencimiento PortaciÃ_Â€ÂŒÃ«_n,dd/MM/yyyy,TRUE
2614605 END DATE,MM/dd/yyyy,TRUE
2614605 PROGRAM START DATE,MM/dd/yyyy,TRUE
2614612 ABNORMAL_SENTIMENT_VOLUME_91D,ss.SS,TRUE
2614612 SENTIMENT_STRENGTH_1D,ss.SS,TRUE
2614612 SENTIMENT_STRENGTH_91D,ss.SS,TRUE
2614612 SENTIMENT_VOLUME_91D,yy,TRUE
2614659 Avg. Page Load Time (sec),ss.SS,TRUE
2614659 Avg. Time on Page,mmss.SS,TRUE
2614665 Time of day,MMddHH - yyyy,TRUE
"2614691 Estimated Vaccination Coverage  with  1 doses MMRÃ_Â‰ÂŒÂ_Ã_Â€ÂŒ_Ã_Â€ÂŒ_ Vaccine Among Children Aged 19-35 MonthsÃ_Â€ÂŒÂ«Ã_Â‰ÂŒ_ by Race Ethnicity,Ã_Â€ÂŒÂ«Ã_Â‰ÂŒ_ and by State a",mmss.S,TRUE
2614708 Avg Time (ms),MM.yy,TRUE
2614711 First Scan Date,MM/dd/yy,TRUE
2614711 In-home date,,FALSE
2614711 Induction Date,MM/dd/yyyy,TRUE
2614723 Fecha de envÃ_Â€ÂŒÃ«_o,yyyy-MM-dd HH:mm:ss Z,TRUE
2614725 Anno Data Ins. Documento,yyyy,TRUE
2614756 Closing_Date,MM,TRUE
2614756 Occupancy_Date,dd-MMM-yy,TRUE
2614787 Date (Hours) (group),dd,TRUE
2614793 Date,MM/dd/yyyy,TRUE
2614795 End Date,MM/dd/yyyy,TRUE
2614795 Transation Time,mm,TRUE
2614800 CardType,,FALSE
2614803 12-month Euribor,ss.SS,TRUE
2614806 IDType,,FALSE
2614824 date_range,Current as of MMMM yyyy,TRUE
2614834 Last Retrieval Date,MM/dd/yyyy,TRUE
2614838 Lifetime Engaged Users,yyyy,TRUE
2614838 Lifetime Negative Feedback from Users,MMyy,TRUE
2614838 Lifetime Negative feedback,MMyy,TRUE
2614838 Lifetime People who have liked your Page and engaged with your post,MMyyyy,TRUE
2614838 Lifetime Post Consumers,yyyy,TRUE
2614838 Lifetime Post Consumptions,mmss,TRUE
2614838 Lifetime Post Impressions by people who have liked your Page,HHmmss,TRUE
2614838 Lifetime Post Organic Impressions,HHmmss,TRUE
2614838 Lifetime Post organic reach,HHmmss,TRUE
2614838 Lifetime Post reach by people who like your Page,HHmmss,TRUE
2614838 Post Message,,FALSE
2614865 strStuNameSuffix,,FALSE
2614883 End Date,MM/dd/yyyy,TRUE
2614883 Start Date,MM/dd/yyyy,TRUE
2614898 TIME (UTC),HHmm,TRUE
2614919 Day Mood Date,,FALSE
2614920 CREATEDBYID,,FALSE
2614920 CREATEDBYID1,,FALSE
2614920 CREATEDBYID2,,FALSE
2614934 Sentiment,,FALSE
2614952 Data Set,,FALSE
2614982 Data Set,,FALSE
2614985 NAMESPACE,yy,TRUE
2614986 Semester,MM,TRUE
2614995 playingtime,ss.SS,TRUE
2614999 Fecha,dd/MM/yyyy,TRUE
2615003 Time (days),yy,TRUE
2615045 LastUpdateDate,yyyy-MM-dd,TRUE
2615045 RindTypeEn,MM mois,TRUE
2615045 RindTypeFr,MM Years,TRUE
2615055 Volume of Data Searched,MMyy,TRUE
2615066 Mandatario,,FALSE
2615071 1-Month Treasury Constant Maturity Rate,ss.SS,TRUE
2615071 10-Year Treasury Constant Maturity Minus 3-Month Treasury Constant Maturity,MM,TRUE
"2615071 Finance Rate on Personal Loans at Commercial Banks, 24 Month Loan",ss.SS,TRUE
"2615071 Gold Fixing Price 3 00 P.M. (London time) in London Bullion Market, based in U.S",mmss.SS,TRUE
2615071 Gross Domestic Product for China,,FALSE
2615071 Real gross domestic product per capita,HHmmss.SS,TRUE
"2615071 Real Gross Domestic Product plus projections, 3 Decimal (copy)",ss.SS,TRUE
"2615071 Real Gross Domestic Product plus projections, 3 Decimal",HHmmss.SS,TRUE
"2615071 Real Gross Domestic Product, 3 Decimal (copy)",ss.SS,TRUE
"2615071 Real Gross Domestic Product, 3 Decimal",HHmmss.SS,TRUE
2615071 Real Potential Gross Domestic Product (Trillions) (copy),ss.SS,TRUE
2615071 University of Michigan  Consumer SentimentÃ_Â€ÂŒÂ«Ã_Â€ÂŒÂ‰Ã_Â€ÂŒÂ«Ã_Â‰ÂŒÂ©,mmss.SS,TRUE
2615087 Dates,P: yy Jan D: dd MMM,TRUE
2615087 Drop Date,dd - yy MMM,TRUE
2615087 Pickup Date 1,dd-MMM,TRUE
2615087 Pickup Date,dd - yy MMM,TRUE
2615147 blog_messages_counter ,mm,TRUE
2615147 cdate ,yyyy-MM-ddTHH:mm:ssZZZZZ,TRUE
2615147 questions.date ,MM,TRUE
2615176 ACTUAL CYCLE TIME,yy,TRUE
2615176 PLANNED CYCLE TIME,yy,TRUE
2615207 Tran Date,dd-MM-yyyy,TRUE
2615207 Tran Time,HH:mm:ss,TRUE
2615226 HomeState,,FALSE
2615240 attributes APPLICATION_DATE,<Unix ms>,TRUE
2615240 attributes created_date,<Unix ms>,TRUE
2615240 attributes created_user,,FALSE
2615240 attributes DATE_DEV_ACT_OBSERVED,<Unix ms>,TRUE
2615240 attributes last_edited_date,<Unix ms>,TRUE
2615240 attributes PERMIT_LICENSE_EXPIRE_DATE,,FALSE
2615240 attributes public_hearing_date,<Unix ms>,TRUE
2615256 Created Year Month,HHmmss,TRUE
2615273 VEHICLE_RECOVERY_DATE,,FALSE
2615281 Foundation_Date,yyyy,TRUE
2615285 Screen_time,MMyyyy,TRUE
2615292 First time buyer,HHmmss.SS,TRUE
2615297 Date,MM/dd/yyyy,TRUE
2615318 Date Closed,MMMM dd yyyy,TRUE
2615318 Date Created,MMMM dd yyyy,TRUE
2615326 Arrival Date,"EEEE, MM/dd/yy",TRUE
2615326 Departure Date,"EEEE, MM/dd/yy",TRUE
2615349 Mese,yyyy MMM,TRUE
2615371 ELECTRODOMESTICO 2,,FALSE
2615371 ELECTRODOMESTICO 3,,FALSE
2615371 ELECTRODOMESTICO 4,,FALSE
2615371 ELECTRODOMESTICO 5,,FALSE
2615371 ELECTRODOMESTICO 6,,FALSE
2615371 ELECTRODOMESTICO 7,,FALSE
2615371 MES DE COMPRA 2,MMMio,TRUE
2615386 Date Formatted,MMM-yy,TRUE
2615386 Month and Day,MMM-yy,TRUE
2615390 date,dd-MM-yyyy,TRUE
"2615390 Gross domestic product (GDP) (dollars x 1,000,000)",HHmmss.SS,TRUE
2615407 Dataset Name,Listing of Active Businesses - Council District MM,TRUE
2615407 Dataset or Filtered View,,FALSE
2615408 Dataset,Crimes - yyyy,TRUE
2615408 Filtered or Dataset,,FALSE
2615411 Dataset or Filtered View,,FALSE
2615419 Real gross domestic product (GDP),mmss.SS,TRUE
2615419 Ref_Date,yyyy,TRUE
2615427 LAST_UPDATEDBY,BMM,TRUE
2615441 tvltW_tweetMonth,MMM,TRUE
2615473 Date,yyyy.MM.dd,TRUE
2615476 Maize domestic supply,HHmmss,TRUE
2615477 Total Data,HHmmss.SS,TRUE
2615478 Date,yyyy,TRUE
2615502 Birth_Date,MM/dd/yyyy,TRUE
2615511 LastUpdate,dd/MM/yyyy hh:mm:ss a,TRUE
2615543 Amesbury Middle School,ss.SS,TRUE
2615564 Times Pumped Per Day,MM.yy,TRUE
2615570 Candidate name,,FALSE
2615573 time,yyyy,TRUE
2615586 GEO TIME,,FALSE
2615597 investimento_total,HHmmss.SS,TRUE
2615630 Domestic,mmss.SS,TRUE
2615680 Time,mmss.SS,TRUE
2615684 CuÃ_Â€ÂŒÃ«Ã_Â€ÂŒÂÅntas personas le piden requerimientos cotizaciones al mes ,,FALSE
2615691 Month_Desc2,MMMM,TRUE
2615691 Month_ID,MM,TRUE
2615691 Month_ID2,MM,TRUE
2615700 Width,MM.yy,TRUE
2615754 date,"MMMM dd, yyyy at hh:mma",TRUE
2615754 hora fecha,MM/dd/yyyy  hh:mma,TRUE
2615815 Time,hh:mm:ss a,TRUE
2615816 Start Time in HH MM SS (copy),HH:mm:ss,TRUE
2615816 Start Time in HRS (copy),ss.SS,TRUE
2615816 Time Spent in HRS (copy 2),ss.SS,TRUE
2615829 TimeTakenMS,yyyy,TRUE
2615843 POBLACIÃ_Â€ÂŒÃ«Ã_Â€ÂŒÃçN CON AL MENOS UNA NECESIDAD BÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂÅSICA INSATISFECHA ENAHO 2013,ss.SS,TRUE
2615843 Porcentaje de nacimientos con intervalo intergenÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂ©sico de 7 a 17 meses ENDES 2013,ss.SS,TRUE
2615850 RESPONSE_RATE_LAST_3_MONTHS,mmss.SS,TRUE
2615865 data,,FALSE
2615869 entities__disambiguated__geonames,,FALSE
2615869 entities__sentiment__score,ss.SS,TRUE
2615869 relations__object__sentimentFromSubject__score,ss.SS,TRUE
2615869 relations__object__sentiment__score,ss.SS,TRUE
2615869 subject sentiment score absolute (copy),ss.SS,TRUE
2615888 People on CPA for 12 months with CPA review,yyyy,TRUE
2615891 Year.Month,yyyy.MM,TRUE
2615891 Year.Month.Day,yyyy.MM.dd,TRUE
2615894 Data,,FALSE
2615900 Data type,,FALSE
2615904 FullTime,mm,TRUE
2615904 GrossRevenuePerMonth,,FALSE
2615904 ProfitLastMonth,yy,TRUE
2615923 CustomerFundedTopUpValue,HHmmss.SS,TRUE
2615923 Month,MMMM,TRUE
2615923 NumberOfCustomerFundedTopUps,yy,TRUE
2615963 DateTime,yyyy-MM-dd HH:mm:ss,TRUE
2615966 ORDER-BY MONTH,MMyy,TRUE
2615966 ORDER_Date,MM/dd/yy,TRUE
2616029 Candidate,Question MM,TRUE
2616039 LtCallDt,yyyyMMdd,TRUE
2616097 General GÃ_Â€ÂŒÃ«_emes,,FALSE
2616126 Source Opportunity  Created From,,FALSE
"2616132 Light, Time off (sec) (LGR S N  10154634, SEN S N  10154634)",mm,TRUE
"2616132 Light, Time on (sec) (LGR S N  10154634, SEN S N  10154634)",mm,TRUE
2616134 ELIGIBLE_DATE,dd-MM-yyyy,TRUE
2616152 rank_times,yy,TRUE
2616152 score_times,mmss.SS,TRUE
2616163 Career Games Played to Reach 50 Goals,MMyy,TRUE
2616163 Goals To Date,yy,TRUE
2616173 Investimentos,HHmmss.SS,TRUE
2616208 date,yyyy-dd-MM HH:mm,TRUE
2616216 CAPEX Pdte. 1,MM,TRUE
2616216 CAPEX Pdte.,HHmmss.SS,TRUE
2616216 Fecha FinalizaciÃ_Â€ÂŒÃ«_n,dd/MM/yyyy,TRUE
2616216 Fecha Inicio,dd/MM/yyyy,TRUE
2616225 LatestYr_data,ss.SS,TRUE
2616251 Homes inventory Zillow,HHmmss,TRUE
2616284 Graduation Date,yyyyMMdd,TRUE
2616284 Search Date,yyyyMMdd,TRUE
2616316 TIME,hh:mm:ss a,TRUE
2616318 Typical Time to Graduation,MM.yy,TRUE
2616324 1 Prod Subs Knockable Homes,yy,TRUE
2616324 Longitude time,,FALSE
2616324 Longitudetime,MM.yy,TRUE
2616324 Total Knockable Homes,MMyy,TRUE
2616325 Employee Name (prod time),,FALSE
2616325 Overtime @ 1.5,ss.SS,TRUE
2616325 Overtime @ 2,,FALSE
2616347 Percent of students who report driving a car within the past 30 days one or more times when they had been drinking,HH.mm,TRUE
2616356 NYTIMES Stars,,FALSE
2616359 date_granularity1,,FALSE
2616359 date_qualifier1,,FALSE
2616361 Finish time in minutes (bin),mm,TRUE
2616361 Finish time in minutes (copy),mmss.SS,TRUE
2616361 Half time in minutes (bin),dd,TRUE
2616366 PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families,HH.mm,TRUE
2616366 Percentage Of Families Whose Income In The Past 12 Months Is Below The Poverty Level,HH.mm,TRUE
2616367 data_value,mmss,TRUE
2616372 Expiry Date,MM/dd/yyyy,TRUE
2616372 Start Date,MM/dd/yyyy,TRUE
2616401 messagesDelivered_total,HHmmss,TRUE
2616401 messagesRecevied_total,HHmmss,TRUE
2616420 FECHA DE ENTRADA EN VIGENCIA,,FALSE
2616422 Time (min.),yy,TRUE
2616442 FECHACREACION,dd/MM/yy,TRUE
2616442 PROMEDIOSEMESTREANTERIORBECA,mmss.SS,TRUE
2616442 PROMEDIOSEMESTREBECA,mmss.SS,TRUE
2616486 Online Sentiment Score,ss.SS,TRUE
2616511 SENSDATA 1,,FALSE
2616511 UPDATE_,yyyyMMdd,TRUE
2616513 Games Back,mm.ss,TRUE
2616523 Month,MMM-yy,TRUE
2616528 Candidate Last Name,MMMTINEZ,TRUE
2616550 Challenges_Finding_Time,,FALSE
2616556 Last Updated,,FALSE
2616556 Overtime Pay,MMyydd,TRUE
2616574 year_date,yyyy-MM-dd HH:mm:ss,TRUE
2616585 Account Created,MMM yyyy,TRUE
2616585 salience.content.sentiment,dd,TRUE
2616610 Year_Month,yyyy_MM,TRUE
2616669 Arrest Date & Time,,FALSE
2616675 TR16_DESP_DT,dd/MM/yyyy,TRUE
2616675 TR16_MODIFIED_DT,dd/MM/yyyy hh:mm:ss a,TRUE
2616681 ID (V_CLEMENTINE_CALL2_KEY_MESSAGE),ayyFHHmmssfAMMddAIAS,TRUE
2616682 created_at,yyyy-MM-dd HH:mm:ss zzz,TRUE
2616698 Reg.Date,yyyy-MM-dd,TRUE
2616756 Time to market,HH.mm,TRUE
2616761 time period,,FALSE
2616770 Metadata Accesses,MMyyyy,TRUE
2616781 Date de la 1e CCOP,dd/MM/yyyy,TRUE
2616781 Financement de projets via la MILDT ou le fonds concours drogue   (OUI NON),,FALSE
2616781 Logique de ciblage des publics ZSP pour les projets financÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂ©s MILDT et fonds concours drogue (OUI NON),,FALSE
2616781 PÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂ©riodicitÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂ© des rÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂ©unions de la cellule COP (hebdomadaire - mensuel - bimestriel - trimestriel - semestriel - annuel),,FALSE
2616781 Victimes de violences intrafam,,FALSE
2616788 Created By,,FALSE
2616788 User Update,opd\AHHmmss,TRUE
2616802 # Jobs created,mmss.SS,TRUE
2616802 % origin  former employees SMEs,yy,TRUE
2616820 Units Launched in the Month,yy,TRUE
2616820 Units Sold in the Month,yy,TRUE
2616822 time period,yyyy-ddMM,TRUE
2616851 month,,FALSE
2616863 data,yyyyMMdd,TRUE
2616863 simples_data,yyyyMMdd,TRUE
2616863 simples_excl_data,yyyyMMdd,TRUE
2616863 sit_cad_data,yyyyMMdd,TRUE
2616869 Is there a planned date for transfer,,FALSE
2616869 Local authority aware and transfer date planned,,FALSE
2616869 Time since last review,mm-ss weeks,TRUE
2616869 Time to planned transfer,,FALSE
2616884 Mes,MMMrero,TRUE
2616884 Mes_I,yyMMMdd,TRUE
2616884 time(SA Pacific Standard Time),MM/dd/yyyy HH:mm,TRUE
2616901 data finale,dd/MM/yyyyÃ_Â€ÂŒÂ«Ã_Â€ÂŒ_HH.mm,TRUE
2616901 data,MM,TRUE
2616923 Application Due Date,MM/dd/yyyy,TRUE
2616923 Project End Date,MM/dd/yyyy,TRUE
2616923 Project Start Date,MM/dd/yyyy,TRUE
2616933 Measure Names,,FALSE
2616934 DATA SOURCE,,FALSE
2616958 Report Date (Month   Day   Year),yyyyMMdd,TRUE
2616958 Request Date Link,MM/dd/yyyy,TRUE
2616958 Requested Date (Month   Day   Year),yyyyMMdd,TRUE
2616994 Sentiment,yy,TRUE
2617003 Year of Assessment Start Date,yyyy,TRUE
2617023 offstartdt,MM/dd/yyyy,TRUE
2617047 Expected Time to Complete,,FALSE
2617047 Number Completing within 100% of time,mm,TRUE
2617047 Number Completing within 150% of time,mm.ss,TRUE
2617047 What percentage of students in these programs graduated within 150% of expected time ,ss.SS,TRUE
2617136 Fecha de Baja,dd/MM/yyyy,TRUE
2617204 Wheat And Meslin,HHmmss,TRUE
2617284 DATE,,FALSE
2617295 Lifetime Engaged users,yy,TRUE
2617295 Lifetime Negative feedback from users,mm,TRUE
2617295 Lifetime Negative feedback,mm,TRUE
2617295 Lifetime Paid reach of a post by people who like your Page,MMyydd,TRUE
2617295 Lifetime People talking about your post by those who have liked your Page,yy,TRUE
2617295 Lifetime People who have liked your Page and engaged with your post,mmss,TRUE
2617295 Lifetime Post consumptions,yyyy,TRUE
2617295 Lifetime Post Impressions by people who have liked your Page,MMyyyy,TRUE
2617295 Lifetime Post organic reach,HHmmss,TRUE
2617295 Lifetime Post paid Impressions by people who have liked your Page,MMyyyy,TRUE
2617295 Lifetime Post Paid Impressions,MMyydd,TRUE
2617295 Lifetime Post Paid Reach,HHmmss,TRUE
2617295 Lifetime Post reach by people who like your Page,HHmmss,TRUE
2617295 Lifetime Post stories by people who have liked your Page,MMyy,TRUE
2617295 Lifetime Post stories,yy,TRUE
2617295 Lifetime Post Total Impressions,HHmmss,TRUE
2617295 Lifetime Post Total Reach,MMddyy,TRUE
2617295 Lifetime Post Viral Impressions,mmss,TRUE
2617295 Lifetime Post viral reach,yy,TRUE
2617295 Lifetime Talking About This (Post),yy,TRUE
2617295 Post Message,,FALSE
2617297 dTotal,mmss.SS,TRUE
2617334 AR Paid  (Updated),HHmmss.SS,TRUE
2617334 Sales Comm. Variance (Updated less prior paid comm.),mmss.SS,TRUE
2617334 Total Sales  (Updated),HHmmss.SS,TRUE
2617334 Updated Comm.,mmss.SS,TRUE
2617355 Approx. Time,MM p.m.,TRUE
2617378 Candidate,,FALSE
2617397 Forecast_Date15,ss.SS,TRUE
2617397 Forecast_Date16,MMyy,TRUE
2617397 Forecast_Date17,yy,TRUE
2617408 Repayments from domestic lending and on-lending,mmss.SS,TRUE
2617416 MonthsSupply,MM.yy,TRUE
2617423 time,yyyy-MM-dd HH:mm Z,TRUE
2617455 NoOfPointsAttempedToDate,MMyy,TRUE
2617460 Filmes,,FALSE
2617462 time,mmss.SS,TRUE
2617480 ExpectedTerm,Fall yyyy,TRUE
2617516 by Month,MMM yy,TRUE
2617518 Month,MMMM,TRUE
2617528 Time (24hr),HHmm,TRUE
2617544 Round 1 Date,yyyy-MMdd-HH,TRUE
2617544 Round 2 Date,yyyy-MMdd-HH,TRUE
2617560 Release Date,dd-MMM-yy,TRUE
2617574 Data,yyyy/MM,TRUE
2617596 Date,MM/dd,TRUE
2617598 Holmesglen Chadstone Jordanvil,yy,TRUE
2617606 digg.item.submit_date,<Unix>,TRUE
2617606 digg.item.thumbnail.originalwidth,MMyy,TRUE
2617606 facebook.likes.names,,FALSE
2617606 interaction.created_at,"EEE, dd MMM yyyy HH:mm:ss Z",TRUE
2617606 links.created_at,"[EEE, dd MMM yyyy HH:mm:ss Z]",TRUE
2617606 salience.title.sentiment,,FALSE
2617606 twitter.created_at,"EEE, dd MMM yyyy HH:mm:ss",TRUE
2617606 twitter.retweet.created_at,"EEE, dd MMM yyyy HH:mm:ss Z",TRUE
2617606 twitter.retweet.user.created_at,"EEE, dd MMM yyyy HH:mm:ss Z",TRUE
2617606 twitter.retweet.user.time_zone,,FALSE
2617606 twitter.retweeted.created_at,"EEE, dd MMM yyyy HH:mm:ss Z",TRUE
2617606 twitter.retweeted.user.created_at,"EEE, dd MMM yyyy HH:mm:ss Z",TRUE
2617606 twitter.retweeted.user.time_zone,,FALSE
2617659 Around how much do you earn in a month ,,FALSE
2617659 Rate the following based on how important you think they are on a same day delivery service. (Speed (Delivered on-time)),,FALSE
2617672 Stadt,,FALSE
2617678 Time Code,YRyyyy,TRUE
2617680 DateId,,FALSE
2617680 DownTimeDuration,MM.yy,TRUE
2617680 RecoveryTimeDuration,HH.mm,TRUE
2617680 UnplannedDowntimeId,UDTyyMM,TRUE
2617690 Margin Updated,HHmmss.SS,TRUE
2617690 Profit Updated,mmss.SS,TRUE
2617691 Date,dd/MM/yyyy,TRUE
2617708 comment_datetime1,EEE MMM dd HH:mm:ss Z yyyy,TRUE
2617723 DateToSea,dd/MM/yy,TRUE
2617723 FuelPurchaseDate,dd/MM/yy,TRUE
2617723 Landing Time,HH:mm,TRUE
2617723 TradeDate,dd/MM/yy,TRUE
2617760 Start.Time,HH:mm,TRUE
2617773 Anniversary date,dd-MMM-yy,TRUE
2617779 EFF_STRT_DT1,yyyyMMdd,TRUE
2617779 LAST_MONTH_KEY,yyyyMM,TRUE
2617779 MONTH_END_DATE,dd/MM/yyyy,TRUE
2617779 MONTH_NBR,yyyyMM,TRUE
2617779 MONTH_SNAME_WITH_YEAR,yyyy MMM,TRUE
2617779 WEEK_END_DATE,dd/MM/yyyy,TRUE
2617808 zcnDietasxMesxConductor,mmss.SS,TRUE
2617808 zcnImportexMesyConductor%TotalMes,HH.mm,TRUE
2617808 zcnImportexMesyConductor,HHmmss.SS,TRUE
2617824 Date of Contact,QQQ yyyy,TRUE
2617827 document_submission_date,,FALSE
2617844 Mes,MMMio,TRUE
2617849 Activity Last Updated Date,"MMM dd, yyyy hh:mm:ss a",TRUE
2617849 Activity Last Updated First Name,,FALSE
2617849 Activity Last Updated Last Name,,FALSE
2617849 Aging with Today's date,MMyy,TRUE
2617849 Aging with Today's date1,MMyy,TRUE
2617849 Due Date,,FALSE
2617849 SR Age from Created Date,yy,TRUE
2617849 SR Age from Created Date1,MMyy,TRUE
2617849 SR Age To Due Date,mm,TRUE
2617849 SR Closed Date,,FALSE
2617849 SR Created By1,,FALSE
2617849 SR Modified Due Date,"MMM dd, yyyy hh:mm:ss a",TRUE
2617849 SR Modified Due Date1,"MMM dd, yyyy hh:mm:ss a",TRUE
2617849 SR Reopened Date,,FALSE
2617849 SR Reopened Date1,,FALSE
2617853 Deltager du i dette Ã_Â‰ÂŒÂÅÃ_Â€ÂŒÂ´rrs  TÃ_Â€ÂŒÂ«_l skridt - kampagne ,,FALSE
2617864 %Time spent,mmss.SS,TRUE
2617864 TimeConsumed,dd,TRUE
2617870 Mese,gennaio yyyy,TRUE
2617874 Article width cm,dd,TRUE
2617889 created_at,yyyy-MM-dd HH:mm:ss zzz,TRUE
2617889 updated_at,yyyy-MM-dd HH:mm:ss zzz,TRUE
2617913 Actual Time to Resolve,mmss,TRUE
2617913 Incident Time To Resolve,mmss.SS,TRUE
2617913 Month Number (copy),MMMM-yyyy,TRUE
2617953 ELEM_Data_Quality_Index_Score_Score,mmss.SS,TRUE
2617953 HS_Data_Quality_Index_Score_Score_,mmss.SS,TRUE
2617985 Date,MMyy,TRUE
2617987 act_altimeter,MMyy,TRUE
2617993 TimeCurrent,<Unix ms>,TRUE
2618003 News Site Time Spent,HHmmss.SS,TRUE
2618003 Total BBC Time Spent,HHmmss.SS,TRUE
2618012 Data Item,,FALSE
2618034 Age data,ss.SS,TRUE
2618034 GDP data,,FALSE
2618034 GNI data,mmss,TRUE
2618034 Lab data,ss.SS,TRUE
2618034 Pop data,MMyyddHH,TRUE
2618034 Pop grw data,MM.yy,TRUE
2618034 Unemp data,ss.SS,TRUE
2618034 UR_data,mmss.SS,TRUE
2618049 adresa_mesto,,FALSE
2618049 MONTH,yyyyMM,TRUE
2618111 Games,mm,TRUE
2618117 Full-time Undergraduates,MMyy,TRUE
2618127 texto-data,dd/MM/yyyy,TRUE
2618134 Month,MM,TRUE
2618141 Reporting Date,"MMM. dd, yyyy",TRUE
2618172 12. NUMBER OF FULL-TIME SWORN PERSONNEL WITH GENERAL ARREST POWERS BY GENDER - MALE,MMyy,TRUE
2618172 12. NUMBER OF FULL-TIME SWORN PERSONNEL WITH GENERAL ARREST POWERS BY GENDER - TOTAL,MMyy,TRUE
"2618172 12. NUMBER OF FULL-TIME SWORN PERSONNEL WITH GENERAL ARREST POWERS BY RACE - WHITE, NOT OF HISPANIC ORIGIN",MMyy,TRUE
2618172 16A. SALARY SCHEDULE FOR THE FOLLOWING FULL-TIME SWORN POSITIONS - CHIEF EXECUTIVE MAXIMUM,HHmmss,TRUE
2618172 16A. SALARY SCHEDULE FOR THE FOLLOWING FULL-TIME SWORN POSITIONS - CHIEF EXECUTIVE MINIMUM,MMddyy,TRUE
